mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.84,"4km WNW of The Geysers, CA",1662096260240,1662097510870,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774505,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774505&format=geojson,,,,,automatic,0,11,nc,73774505,",nc73774505,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.009755,0.01,109.0,md,earthquake,"M 0.8 - 4km WNW of The Geysers, CA"
-0.25,"85 km NNW of Karluk, Alaska",1662096175620,1662190707270,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673181&format=geojson,,,,,reviewed,0,0,av,91673181,",av91673181,",",av,",",origin,phase-data,",8.0,,0.1,78.0,ml,earthquake,"M -0.3 - 85 km NNW of Karluk, Alaska"
4.3,"near the east coast of the Kamchatka Peninsula, Russia",1662096151836,1663219517040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4jy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4jy&format=geojson,,,,,reviewed,0,284,us,7000i4jy,",us7000i4jy,",",us,",",origin,phase-data,",63.0,3.26,0.63,99.0,mb,earthquake,"M 4.3 - near the east coast of the Kamchatka Peninsula, Russia"
2.84,,1662095765230,1662096850760,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369293,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369293&format=geojson,,,,,reviewed,0,124,pr,71369293,",pr71369293,",",pr,",",origin,phase-data,",12.0,,0.16,181.0,md,earthquake,M 2.8 - 
1.57,"3 km NW of Butte Falls, Oregon",1662095619270,1662143180270,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61868097,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61868097&format=geojson,,,,,reviewed,0,38,uw,61868097,",uw61868097,",",uw,",",origin,phase-data,",11.0,0.07387,0.23,104.0,ml,earthquake,"M 1.6 - 3 km NW of Butte Falls, Oregon"
1.0,"30 km SE of Mina, Nevada",1662095427485,1662579878638,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846274,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846274&format=geojson,,,,,reviewed,0,15,nn,00846274,",nn00846274,",",nn,",",origin,phase-data,",14.0,0.064,0.1871,135.13,ml,earthquake,"M 1.0 - 30 km SE of Mina, Nevada"
1.1,"58 km NW of Rampart, Alaska",1662095424090,1662095577293,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b99pe15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b99pe15&format=geojson,,,,,automatic,0,19,ak,022b99pe15,",ak022b99pe15,",",ak,",",origin,phase-data,",,,0.88,,ml,earthquake,"M 1.1 - 58 km NW of Rampart, Alaska"
1.77999997,"9 km ENE of P?hala, Hawaii",1662095325980,1662095514390,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73128767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73128767&format=geojson,,,,,automatic,0,49,hv,73128767,",hv73128767,",",hv,",",origin,phase-data,",29.0,,0.129999995,148.0,md,earthquake,"M 1.8 - 9 km ENE of P?hala, Hawaii"
1.4,"49 km NNW of Petersville, Alaska",1662095133916,1662095254096,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b99oc7j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b99oc7j&format=geojson,,,,,automatic,0,30,ak,022b99oc7j,",ak022b99oc7j,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.4 - 49 km NNW of Petersville, Alaska"
0.94,"2km ENE of Nuevo, CA",1662095127850,1662147358020,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094847&format=geojson,,,,,reviewed,0,14,ci,40094847,",ci40094847,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.07574,0.16,70.0,ml,earthquake,"M 0.9 - 2km ENE of Nuevo, CA"
2.79,"14km W of Round Valley, CA",1662094811200,1663218834040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774500,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774500&format=geojson,,,,,reviewed,0,120,nc,73774500,",nc73774500,us7000i4js,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",34.0,0.1367,0.07,49.0,md,earthquake,"M 2.8 - 14km W of Round Valley, CA"
1.27,"17km N of Fillmore, CA",1662094805500,1662143833989,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094831&format=geojson,,,,,reviewed,0,25,ci,40094831,",ci40094831,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.07084,0.3,47.0,ml,earthquake,"M 1.3 - 17km N of Fillmore, CA"
3.5,"35 km NW of Toyah, Texas",1662094515798,1662176897945,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022reem,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022reem&format=geojson,1.0,2.2,,,reviewed,0,189,tx,2022reem,",us7000i4jn,tx2022reem,",",us,tx,",",dyfi,origin,phase-data,",15.0,0.04352629886,0.1,57.0,ml,earthquake,"M 3.5 - 35 km NW of Toyah, Texas"
1.45,"5km ENE of Pinnacles, CA",1662094156510,1662147730939,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774495&format=geojson,,,,,reviewed,0,32,nc,73774495,",nc73774495,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.04602,0.14,102.0,md,earthquake,"M 1.5 - 5km ENE of Pinnacles, CA"
0.36,"62 km E of Ugashik, Alaska",1662094107600,1662192900540,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673166&format=geojson,,,,,reviewed,0,2,av,91673166,",av91673166,",",av,",",origin,phase-data,",4.0,,0.07,277.0,ml,earthquake,"M 0.4 - 62 km E of Ugashik, Alaska"
0.39,"62 km E of Ugashik, Alaska",1662094022090,1662192682960,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673161&format=geojson,,,,,reviewed,0,2,av,91673161,",av91673161,",",av,",",origin,phase-data,",4.0,,0.15,278.0,ml,earthquake,"M 0.4 - 62 km E of Ugashik, Alaska"
-0.11,Alaska Peninsula,1662094006160,1662192804740,,https://earthquake.usgs.gov/earthquakes/eventpage/av91070338,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91070338&format=geojson,,,,,reviewed,0,0,av,91070338,",av91070338,",",av,",",origin,phase-data,",4.0,,0.08,276.0,ml,earthquake,M -0.1 - Alaska Peninsula
0.9,"64 km E of Ugashik, Alaska",1662093901060,1662192530270,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673156&format=geojson,,,,,reviewed,0,12,av,91673156,",av91673156,",",av,",",origin,phase-data,",4.0,,0.09,283.0,ml,earthquake,"M 0.9 - 64 km E of Ugashik, Alaska"
1.63,"61 km E of Ugashik, Alaska",1662093721910,1662192409660,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673151&format=geojson,,,,,reviewed,0,41,av,91673151,",av91673151,",",av,",",origin,phase-data,",5.0,,0.07,278.0,ml,earthquake,"M 1.6 - 61 km E of Ugashik, Alaska"
1.08,"9km NNE of Round Valley, CA",1662093697220,1662697814199,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774490&format=geojson,,,,,reviewed,0,18,nc,73774490,",nc73774490,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.1126,0.04,52.0,md,earthquake,"M 1.1 - 9km NNE of Round Valley, CA"
0.83,"8km N of Lake Henshaw, CA",1662093527890,1662143369670,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094711&format=geojson,,,,,reviewed,0,11,ci,40094711,",ci40094711,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.07747,0.15,56.0,ml,earthquake,"M 0.8 - 8km N of Lake Henshaw, CA"
0.67,"62 km E of Ugashik, Alaska",1662093413470,1662192178340,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673146&format=geojson,,,,,reviewed,0,7,av,91673146,",av91673146,",",av,",",origin,phase-data,",4.0,,0.09,279.0,ml,earthquake,"M 0.7 - 62 km E of Ugashik, Alaska"
1.5,"12 km WSW of Womens Bay, Alaska",1662093384355,1662093565311,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b999jmp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b999jmp&format=geojson,,,,,automatic,0,35,ak,022b999jmp,",ak022b999jmp,",",ak,",",origin,phase-data,",,,1.12,,ml,earthquake,"M 1.5 - 12 km WSW of Womens Bay, Alaska"
2.19,Puerto Rico region,1662093219250,1662095242730,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369288&format=geojson,,,,,reviewed,0,74,pr,71369288,",pr71369288,",",pr,",",origin,phase-data,",3.0,,0.12,146.0,md,earthquake,M 2.2 - Puerto Rico region
5.0,"281 km WNW of Neiafu, Tonga",1662093150152,1662094242040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4jj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4jj&format=geojson,,,,,reviewed,0,385,us,7000i4jj,",us7000i4jj,",",us,",",origin,phase-data,",34.0,2.518,1.24,79.0,mb,earthquake,"M 5.0 - 281 km WNW of Neiafu, Tonga"
1.1,"95 km NW of Aleneva, Alaska",1662093065554,1662093170598,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b998f17,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b998f17&format=geojson,,,,,automatic,0,19,ak,022b998f17,",ak022b998f17,",",ak,",",origin,phase-data,",,,0.35,,ml,earthquake,"M 1.1 - 95 km NW of Aleneva, Alaska"
4.5,,1662092626241,1662093471040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4jg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4jg&format=geojson,,,,,reviewed,0,312,us,7000i4jg,",us7000i4jg,",",us,",",origin,phase-data,",25.0,4.762,0.89,106.0,mb,earthquake,M 4.5 - 
0.93,"12km NE of Bradley, CA",1662092607050,1662096011871,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774485,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774485&format=geojson,,,,,reviewed,0,13,nc,73774485,",nc73774485,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.09106,0.06,45.0,md,earthquake,"M 0.9 - 12km NE of Bradley, CA"
4.1,"10 km WSW of San José, Costa Rica",1662092513449,1662093828040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4je,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4je&format=geojson,,,,,reviewed,0,259,us,7000i4je,",us7000i4je,",",us,",",origin,phase-data,",16.0,0.109,0.38,120.0,mb,earthquake,"M 4.1 - 10 km WSW of San José, Costa Rica"
-0.51,"83 km NW of Karluk, Alaska",1662092416160,1662142010820,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673131&format=geojson,,,,,reviewed,0,0,av,91673131,",av91673131,",",av,",",origin,phase-data,",7.0,,0.05,158.0,ml,earthquake,"M -0.5 - 83 km NW of Karluk, Alaska"
0.4,"19 km NE of West Yellowstone, Montana",1662092049400,1662134421230,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513252,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513252&format=geojson,,,,,reviewed,0,2,uu,60513252,",uu60513252,",",uu,",",origin,phase-data,",9.0,0.0557,0.09,208.0,md,earthquake,"M 0.4 - 19 km NE of West Yellowstone, Montana"
1.4,"16 km E of Ninilchik, Alaska",1662091347875,1662091463759,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b9928zn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b9928zn&format=geojson,,,,,automatic,0,30,ak,022b9928zn,",ak022b9928zn,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.4 - 16 km E of Ninilchik, Alaska"
4.6,"132 km NE of Lospalos, Timor Leste",1662091195334,1662092145040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4jc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4jc&format=geojson,,,,,reviewed,0,326,us,7000i4jc,",us7000i4jc,",",us,",",origin,phase-data,",24.0,3.614,0.41,109.0,mb,earthquake,"M 4.6 - 132 km NE of Lospalos, Timor Leste"
1.5,"37 km E of Skwentna, Alaska",1662090498980,1662090655497,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b98qnmu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b98qnmu&format=geojson,,,,,automatic,0,35,ak,022b98qnmu,",ak022b98qnmu,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.5 - 37 km E of Skwentna, Alaska"
1.1,"24 km SSW of Mammoth, Wyoming",1662090497110,1662133672890,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60513247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60513247&format=geojson,,,,,reviewed,0,19,uu,60513247,",uu60513247,",",uu,",",origin,phase-data,",15.0,0.0337,0.19,86.0,ml,earthquake,"M 1.1 - 24 km SSW of Mammoth, Wyoming"
0.36,"10km S of Idyllwild, CA",1662090255540,1662142762519,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40094703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40094703&format=geojson,,,,,reviewed,0,2,ci,40094703,",ci40094703,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.02909,0.11,81.0,ml,earthquake,"M 0.4 - 10km S of Idyllwild, CA"
0.83,"11km NE of San Martin, CA",1662090149470,1662097272844,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774480,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774480&format=geojson,,,,,reviewed,0,11,nc,73774480,",nc73774480,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0618,0.12,59.0,md,earthquake,"M 0.8 - 11km NE of San Martin, CA"
2.54,"6 km SSE of Guánica, Puerto Rico",1662090144470,1662091717550,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369278,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369278&format=geojson,,,,,reviewed,0,99,pr,71369278,",pr71369278,",",pr,",",origin,phase-data,",7.0,,0.08,240.0,md,earthquake,"M 2.5 - 6 km SSE of Guánica, Puerto Rico"
-0.69,"85 km NNW of Karluk, Alaska",1662090045900,1662141070790,,https://earthquake.usgs.gov/earthquakes/eventpage/av91070213,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91070213&format=geojson,,,,,reviewed,0,0,av,91070213,",av91070213,",",av,",",origin,phase-data,",5.0,,0.15,214.0,ml,earthquake,"M -0.7 - 85 km NNW of Karluk, Alaska"
-0.34,"85 km NNW of Karluk, Alaska",1662090031390,1662140959950,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673111&format=geojson,,,,,reviewed,0,0,av,91673111,",av91673111,",",av,",",origin,phase-data,",7.0,,0.11,137.0,ml,earthquake,"M -0.3 - 85 km NNW of Karluk, Alaska"
4.7,"27 km SSE of Singkil, Indonesia",1662089663613,1662090716040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4j9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4j9&format=geojson,,,,,reviewed,0,340,us,7000i4j9,",us7000i4j9,",",us,",",origin,phase-data,",38.0,0.794,0.5,111.0,mb,earthquake,"M 4.7 - 27 km SSE of Singkil, Indonesia"
0.62,"85 km NNW of Karluk, Alaska",1662089453770,1662283326800,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673101&format=geojson,,,,,reviewed,0,6,av,91673101,",av91673101,ak022b98musu,",",av,ak,",",origin,phase-data,",15.0,,0.13,64.0,ml,earthquake,"M 0.6 - 85 km NNW of Karluk, Alaska"
2.4,"55 km NW of Toyah, Texas",1662089446482,1662147229634,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022rebs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022rebs&format=geojson,,,,,reviewed,0,89,tx,2022rebs,",tx2022rebs,",",tx,",",origin,phase-data,",28.0,0.0659016999,0.2,59.0,ml,earthquake,"M 2.4 - 55 km NW of Toyah, Texas"
0.75,"85 km NNW of Karluk, Alaska",1662089335750,1662140713440,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673096&format=geojson,,,,,reviewed,0,9,av,91673096,",av91673096,",",av,",",origin,phase-data,",15.0,,0.09,63.0,ml,earthquake,"M 0.8 - 85 km NNW of Karluk, Alaska"
1.06,"13 km NNE of Atka, Alaska",1662089186430,1662139598910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673091&format=geojson,,,,,reviewed,0,17,av,91673091,",av91673091,",",av,",",origin,phase-data,",8.0,,0.22,89.0,ml,earthquake,"M 1.1 - 13 km NNE of Atka, Alaska"
2.62,"7 km ESE of La Parguera, Puerto Rico",1662089161760,1662089725750,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369273,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369273&format=geojson,,,,,reviewed,0,106,pr,71369273,",pr71369273,",",pr,",",origin,phase-data,",4.0,,0.05,216.0,md,earthquake,"M 2.6 - 7 km ESE of La Parguera, Puerto Rico"
-0.48,Alaska Peninsula,1662089161210,1662140099970,,https://earthquake.usgs.gov/earthquakes/eventpage/av91070203,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91070203&format=geojson,,,,,reviewed,0,0,av,91070203,",av91070203,",",av,",",origin,phase-data,",6.0,,0.09,138.0,ml,earthquake,M -0.5 - Alaska Peninsula
-0.3,"85 km NNW of Karluk, Alaska",1662089154270,1662139882400,,https://earthquake.usgs.gov/earthquakes/eventpage/av91070198,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91070198&format=geojson,,,,,reviewed,0,0,av,91070198,",av91070198,",",av,",",origin,phase-data,",9.0,,0.09,79.0,ml,earthquake,"M -0.3 - 85 km NNW of Karluk, Alaska"
0.46,"86 km NNW of Karluk, Alaska",1662089089960,1662106987420,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673086&format=geojson,,,,,reviewed,0,3,av,91673086,",av91673086,",",av,",",origin,phase-data,",10.0,,0.13,74.0,ml,earthquake,"M 0.5 - 86 km NNW of Karluk, Alaska"
1.3,"11 km W of Point MacKenzie, Alaska",1662088834702,1662088968002,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b98kotv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b98kotv&format=geojson,,,,,automatic,0,26,ak,022b98kotv,",ak022b98kotv,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.3 - 11 km W of Point MacKenzie, Alaska"
1.6,"32 km NNW of Four Mile Road, Alaska",1662088264039,1662088409354,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b98iozn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b98iozn&format=geojson,,,,,automatic,0,39,ak,022b98iozn,",ak022b98iozn,",",ak,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 1.6 - 32 km NNW of Four Mile Road, Alaska"
0.8,"26 km WSW of Mina, Nevada",1662087949804,1662088171046,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00846268,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00846268&format=geojson,,,,,automatic,0,10,nn,00846268,",nn00846268,",",nn,",",origin,phase-data,",9.0,0.108,0.1444,113.69,ml,earthquake,"M 0.8 - 26 km WSW of Mina, Nevada"
1.2,"84 km W of Karluk, Alaska",1662087555283,1662106644140,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022b987kmg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022b987kmg&format=geojson,,,,,automatic,0,22,ak,022b987kmg,",av91673071,ak022b987kmg,",",av,ak,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 1.2 - 84 km W of Karluk, Alaska"
3.8,,1662087382161,1662095216040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000i4jm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000i4jm&format=geojson,,,1.858,,reviewed,0,222,us,7000i4jm,",ak022b986xwy,us7000i4jm,",",ak,us,",",origin,phase-data,shakemap,",33.0,0.394,0.67,195.0,mb,earthquake,M 3.8 - 
2.34,"3 km ESE of La Parguera, Puerto Rico",1662087312390,1662093857990,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71369283,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71369283&format=geojson,,,,,reviewed,0,84,pr,71369283,",pr71369283,",",pr,",",origin,phase-data,",5.0,,0.06,215.0,md,earthquake,"M 2.3 - 3 km ESE of La Parguera, Puerto Rico"
2.11,"12 km ESE of P?hala, Hawaii",1662087278330,1662087609980,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73128682,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73128682&format=geojson,,,,,automatic,0,68,hv,73128682,",hv73128682,",",hv,",",origin,phase-data,",43.0,,0.109999999,219.0,ml,earthquake,"M 2.1 - 12 km ESE of P?hala, Hawaii"
0.22,"86 km NNW of Karluk, Alaska",1662087244110,1662106370880,,https://earthquake.usgs.gov/earthquakes/eventpage/av91673056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91673056&format=geojson,,,,,reviewed,0,1,av,91673056,",av91673056,ak022b986h8b,",",av,ak,",",origin,phase-data,",14.0,,0.15,67.0,ml,earthquake,"M 0.2 - 86 km NNW of Karluk, Alaska"
1.28,"11km SE of Pinnacles, CA",1662087128140,1662150191189,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73774475,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73774475&format=geojson,,,,,reviewed,0,25,nc,73774475,",nc73774475,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.01786,0.08,71.0,md,earthquake,"M 1.3 - 11km SE of Pinnacles, CA"
